file,loc,blank,comment,cc
tests/test_image_transforms.py,442,95,110,20
src/transformers/models/regnet/modeling_tf_regnet.py,441,91,79,151
tests/models/auto/test_modeling_auto.py,441,103,64,49
tests/models/data2vec/test_modeling_data2vec_text.py,441,69,31,41
src/transformers/models/glm4_moe/modeling_glm4_moe.py,440,98,78,91
src/transformers/models/mask2former/image_processing_mask2former_fast.py,440,78,175,86
src/transformers/models/llava_next_video/modular_llava_next_video.py,439,90,188,88
tests/models/funnel/test_modeling_funnel.py,438,63,23,65
tests/models/table_transformer/test_modeling_table_transformer.py,438,110,37,60
examples/pytorch/language-modeling/run_plm.py,437,58,89,74
src/transformers/models/vit/modeling_vit.py,437,136,118,116
tests/models/aimv2/test_modeling_aimv2.py,437,100,40,70
tests/models/llama/test_modeling_llama.py,437,85,66,37
tests/models/moonshine/test_modeling_moonshine.py,437,106,56,55
src/transformers/models/dinov2/modeling_dinov2.py,435,136,113,132
src/transformers/models/dots1/modeling_dots1.py,435,93,84,93
tests/models/edgetam_video/test_modeling_edgetam_video.py,435,43,29,27
tests/models/git/test_modeling_git.py,435,103,45,57
tests/models/informer/test_modeling_informer.py,435,94,24,44
tests/models/kosmos2/test_processing_kosmos2.py,435,108,72,35
src/transformers/models/wavlm/modular_wavlm.py,434,116,38,117
tests/models/gpt_neo/test_modeling_gpt_neo.py,433,98,42,48
tests/models/blenderbot/test_modeling_blenderbot.py,432,93,35,58
tests/models/whisper/test_tokenization_whisper.py,430,96,64,36
src/transformers/models/resnet/modeling_tf_resnet.py,429,91,76,140
src/transformers/models/yolos/modeling_yolos.py,428,131,145,116
src/transformers/models/qwen2_5_omni/configuration_qwen2_5_omni.py,427,134,530,79
tests/models/electra/test_modeling_electra.py,425,49,15,41
tests/models/falcon_mamba/test_modeling_falcon_mamba.py,425,94,26,46
src/transformers/models/pvt/modeling_pvt.py,423,98,70,124
tests/models/deepseek_v3/test_modeling_deepseek_v3.py,423,70,54,41
tests/models/janus/test_modeling_janus.py,423,76,35,59
src/transformers/data/processors/glue.py,422,121,100,139
src/transformers/models/dpr/modeling_tf_dpr.py,422,137,240,99
src/transformers/models/flava/image_processing_flava.py,422,60,224,95
tests/models/llava_onevision/test_modeling_llava_onevision.py,422,74,41,32
src/transformers/models/llava_onevision/image_processing_llava_onevision.py,421,80,285,92
src/transformers/models/gemma2/modeling_gemma2.py,420,101,77,100
tests/models/splinter/test_modeling_splinter.py,420,65,40,51
src/transformers/models/sam/image_processing_sam_fast.py,419,111,219,74
tests/models/aya_vision/test_modeling_aya_vision.py,419,56,30,30
src/transformers/pipelines/automatic_speech_recognition.py,418,88,172,149
tests/models/aria/test_modeling_aria.py,418,64,30,24
tests/models/beit/test_modeling_beit.py,418,104,42,55
tests/models/emu3/test_modeling_emu3.py,418,67,27,38
tests/models/flaubert/test_modeling_flaubert.py,418,56,20,39
src/transformers/models/pvt_v2/modeling_pvt_v2.py,417,106,91,131
tests/pipelines/test_pipelines_question_answering.py,416,86,53,42
src/transformers/models/hunyuan_v1_moe/modeling_hunyuan_v1_moe.py,415,91,78,95
src/transformers/models/convnext/modeling_tf_convnext.py,413,108,146,129
src/transformers/models/fuyu/image_processing_fuyu.py,413,91,224,125
src/transformers/models/internvl/modular_internvl.py,413,132,111,98
tests/models/unispeech/test_modeling_unispeech.py,411,116,41,75
tests/models/fnet/test_modeling_fnet.py,409,94,71,52
src/transformers/models/dpt/image_processing_dpt.py,407,76,194,67
src/transformers/models/paligemma/modeling_paligemma.py,407,89,129,89
tests/models/video_llava/test_modeling_video_llava.py,407,71,43,40
src/transformers/models/hgnet_v2/modular_hgnet_v2.py,405,76,118,98
src/transformers/models/sam2/image_processing_sam2_fast.py,405,110,215,72
tests/models/rembert/test_modeling_rembert.py,405,57,31,36
tests/models/llava_next/test_modeling_llava_next.py,403,74,53,38
tests/models/mpt/test_modeling_mpt.py,403,102,38,50
src/transformers/models/auto/auto_factory.py,402,126,354,127
src/transformers/models/herbert/tokenization_herbert.py,402,81,134,116
src/transformers/models/kosmos2/processing_kosmos2.py,402,124,170,117
src/transformers/models/vaultgemma/modeling_vaultgemma.py,402,95,76,98
examples/legacy/multiple_choice/utils_multiple_choice.py,400,98,78,90
examples/pytorch/contrastive-image-text/run_clip.py,400,59,78,73
src/transformers/models/aimv2/modular_aimv2.py,399,130,178,61
src/transformers/models/parakeet/modular_parakeet.py,399,118,111,81
src/transformers/models/rt_detr/image_processing_rt_detr_fast.py,399,56,104,86
utils/check_config_attributes.py,399,33,99,45
tests/models/gemma/test_tokenization_gemma.py,398,105,40,50
tests/models/gpt_oss/test_modeling_gpt_oss.py,396,91,71,42
tests/models/swinv2/test_modeling_swinv2.py,396,92,37,52
tests/models/sew_d/test_modeling_sew_d.py,395,102,31,67
tests/models/wavlm/test_modeling_wavlm.py,395,107,37,67
src/transformers/models/lfm2_vl/image_processing_lfm2_vl_fast.py,394,69,78,52
src/transformers/models/rag/retrieval_rag.py,394,103,182,103
examples/modular-transformers/modeling_new_task_model.py,393,83,106,87
tests/models/glm4v_moe/test_modeling_glm4v_moe.py,393,53,25,42
src/transformers/models/gemma2/modular_gemma2.py,392,81,114,86
tests/sagemaker/scripts/pytorch/run_glue_model_parallelism.py,391,60,89,97
src/transformers/models/plbart/modular_plbart.py,390,93,176,99
src/transformers/utils/doc.py,390,382,810,33
tests/models/voxtral/test_modeling_voxtral.py,390,68,49,37
src/transformers/models/mlcd/modeling_mlcd.py,389,102,120,100
src/transformers/models/phi3/modeling_phi3.py,389,90,68,75
src/transformers/trainer_callback.py,389,124,272,174
src/transformers/models/granite_speech/modeling_granite_speech.py,388,93,96,102
src/transformers/models/idefics/vision_tf.py,388,93,91,108
src/transformers/models/lfm2/modular_lfm2.py,388,83,49,86
tests/models/idefics3/test_modeling_idefics3.py,387,92,70,48
tests/models/bros/test_modeling_bros.py,386,49,18,40
tests/models/mistral3/test_modeling_mistral3.py,385,52,22,27
tests/models/swin/test_modeling_swin.py,384,89,35,50
examples/modular-transformers/modeling_multimodal2.py,383,102,78,102
src/transformers/models/efficientnet/modeling_efficientnet.py,383,93,85,100
tests/models/autoformer/test_modeling_autoformer.py,383,79,23,42
tests/models/convbert/test_modeling_convbert.py,383,57,20,48
tests/models/mamba/test_modeling_mamba.py,383,92,21,47
src/transformers/models/vision_encoder_decoder/modeling_tf_vision_encoder_decoder.py,382,116,198,100
tests/models/sew/test_modeling_sew.py,380,105,32,68
src/transformers/modeling_rope_utils.py,379,118,276,83
src/transformers/models/__init__.py,379,4,13,0
src/transformers/models/granite/modeling_granite.py,379,93,93,87
src/transformers/models/pop2piano/tokenization_pop2piano.py,379,102,242,82
src/transformers/models/phi/modeling_phi.py,378,90,54,84
tests/models/auto/test_tokenization_auto.py,378,89,57,46
src/transformers/models/gpt_oss/modular_gpt_oss.py,375,63,34,90
tests/models/gemma/test_modeling_gemma.py,375,96,37,33
src/transformers/feature_extraction_utils.py,374,109,214,89
src/transformers/integrations/mxfp4.py,373,86,38,58
tests/models/cohere2_vision/test_modeling_cohere2_vision.py,373,49,24,23
setup.py,372,56,88,8
src/transformers/models/smollm3/modeling_smollm3.py,372,85,70,75
src/transformers/models/eomt/image_processing_eomt_fast.py,371,94,71,57
src/transformers/models/mllama/image_processing_mllama.py,371,155,379,83
src/transformers/models/deprecated/trajectory_transformer/modeling_trajectory_transformer.py,370,100,132,100
tests/models/perception_lm/test_modeling_perception_lm.py,370,75,35,50
src/transformers/models/xcodec/modeling_xcodec.py,369,97,114,130
tests/models/videomae/test_modeling_videomae.py,369,85,40,46
src/transformers/models/exaone4/modeling_exaone4.py,368,86,83,75
src/transformers/models/instructblipvideo/modular_instructblipvideo.py,368,95,150,56
src/transformers/models/qwen3/modeling_qwen3.py,368,85,75,72
tests/models/mistral/test_modeling_mistral.py,368,81,55,42
src/transformers/models/vivit/modeling_vivit.py,367,143,179,101
tests/models/auto/test_processor_auto.py,367,97,42,54
src/transformers/models/hunyuan_v1_dense/modeling_hunyuan_v1_dense.py,366,81,67,78
tests/models/bert_japanese/test_tokenization_bert_japanese.py,366,119,18,66
src/transformers/models/llava_next/image_processing_llava_next.py,365,77,282,74
src/transformers/models/whisper/tokenization_whisper_fast.py,365,83,191,94
tests/models/codegen/test_modeling_codegen.py,365,93,34,42
tests/models/gpt_neox/test_modeling_gpt_neox.py,365,77,40,46
src/transformers/models/eomt/modular_eomt.py,364,105,132,77
src/transformers/models/falcon_mamba/modular_falcon_mamba.py,364,80,138,66
tests/models/distilbert/test_modeling_distilbert.py,364,64,15,36
src/transformers/models/dac/modeling_dac.py,363,143,179,95
src/transformers/models/olmo3/modeling_olmo3.py,363,78,68,71
tests/models/nllb/test_tokenization_nllb.py,363,70,36,39
tests/models/seggpt/test_modeling_seggpt.py,363,87,25,43
src/transformers/models/rt_detr_v2/modular_rt_detr_v2.py,362,64,210,62
tests/models/chameleon/test_modeling_chameleon.py,362,69,34,46
tests/models/llava_next_video/test_modeling_llava_next_video.py,362,61,40,31
examples/pytorch/image-pretraining/run_mim.py,360,60,67,63
src/transformers/integrations/bitsandbytes.py,360,87,95,96
src/transformers/models/cohere/modeling_cohere.py,360,81,93,69
src/transformers/models/seed_oss/modeling_seed_oss.py,360,85,68,67
tests/models/janus/test_processing_janus.py,360,50,55,13
src/transformers/models/glm4/modeling_glm4.py,359,89,73,66
src/transformers/models/qwen2/modeling_qwen2.py,359,82,57,72
src/transformers/models/xlm/tokenization_xlm.py,358,78,143,80
src/transformers/pipelines/document_question_answering.py,358,75,118,106
src/transformers/utils/chat_template_utils.py,357,75,133,84
tests/models/xglm/test_modeling_xglm.py,357,94,33,45
src/transformers/models/arcee/modeling_arcee.py,356,84,66,67
src/transformers/models/ijepa/modeling_ijepa.py,356,106,78,107
src/transformers/models/llama/modeling_llama.py,356,84,65,67
src/transformers/models/ministral/modeling_ministral.py,356,82,57,71
src/transformers/models/gemma/modeling_gemma.py,355,84,72,72
src/transformers/models/mistral3/modeling_mistral3.py,355,78,103,71
tests/models/lfm2_vl/test_processing_lfm2_vl.py,355,75,37,27
tests/models/m2m_100/test_modeling_m2m_100.py,355,73,37,37
examples/pytorch/object-detection/run_object_detection.py,354,76,108,45
src/transformers/models/glm/modeling_glm.py,354,87,71,66
tests/models/mamba2/test_modeling_mamba2.py,354,67,40,37
src/transformers/models/cohere2/modeling_cohere2.py,353,74,86,72
tests/models/longcat_flash/test_modeling_longcat_flash.py,353,74,23,42
tests/utils/test_hf_argparser.py,353,103,36,60
src/transformers/modeling_gguf_pytorch_utils.py,352,99,81,153
src/transformers/models/flava/image_processing_flava_fast.py,352,41,98,57
tests/models/deit/test_modeling_deit.py,352,78,38,56
tests/models/mobilebert/test_modeling_mobilebert.py,352,57,19,41
tests/models/segformer/test_modeling_segformer.py,352,78,25,38
tests/test_video_processing_common.py,352,91,55,68
tests/models/oneformer/test_image_processing_oneformer.py,351,64,25,64
tests/pipelines/test_pipelines_image_text_to_text.py,351,24,13,15
src/transformers/commands/add_fast_image_processor.py,350,86,94,56
src/transformers/models/encoder_decoder/modeling_encoder_decoder.py,350,107,152,86
src/transformers/models/encoder_decoder/modeling_tf_encoder_decoder.py,350,114,197,90
src/transformers/models/voxtral/modeling_voxtral.py,350,90,111,74
src/transformers/pipelines/text_generation.py,350,71,125,132
src/transformers/models/dinov3_vit/modeling_dinov3_vit.py,349,103,86,82
src/transformers/models/helium/modeling_helium.py,349,83,65,66
src/transformers/models/mistral/modeling_mistral.py,349,79,52,71
src/transformers/models/univnet/modeling_univnet.py,348,112,157,75
src/transformers/utils/dummy_pt_objects.py,348,269,1,252
benchmark/benchmarks_entrypoint.py,347,78,77,43
examples/pytorch/text-classification/run_xnli.py,347,51,67,40
src/transformers/data/datasets/language_modeling.py,346,83,101,119
tests/quantization/autoawq/test_awq.py,346,115,82,50
tests/quantization/mxfp4/test_mxfp4.py,346,108,76,52
src/transformers/models/hgnet_v2/modeling_hgnet_v2.py,345,70,61,93
tests/models/whisper/test_processing_whisper.py,345,67,49,55
src/transformers/models/olmo2/modeling_olmo2.py,343,76,51,64
tests/models/wav2vec2_with_lm/test_processing_wav2vec2_with_lm.py,342,120,33,39
src/transformers/quantizers/quantizer_mxfp4.py,341,51,32,97
tests/models/efficientloftr/test_modeling_efficientloftr.py,341,72,37,47
tests/pipelines/test_pipelines_document_question_answering.py,341,48,35,15
examples/pytorch/image-classification/run_image_classification.py,340,48,61,51
src/transformers/modeling_outputs.py,340,329,1046,45
src/transformers/models/apertus/modeling_apertus.py,340,79,69,65
src/transformers/models/bitnet/modeling_bitnet.py,340,79,69,64
tests/models/layoutlmv3/test_modeling_layoutlmv3.py,340,53,27,47
tests/models/mllama/test_processing_mllama.py,340,50,37,22
tests/trainer/test_trainer_callback.py,340,67,38,75
src/transformers/models/deepseek_vl_hybrid/modeling_deepseek_vl_hybrid.py,339,80,78,67
src/transformers/models/minimax/modular_minimax.py,339,104,161,88
src/transformers/models/olmo/modeling_olmo.py,339,76,50,64
src/transformers/models/starcoder2/modeling_starcoder2.py,339,77,69,65
tests/pipelines/test_pipelines_fill_mask.py,339,42,33,38
src/transformers/models/aya_vision/modeling_aya_vision.py,338,73,107,57
src/transformers/models/deepseek_v2/modular_deepseek_v2.py,338,72,123,68
src/transformers/models/pixtral/modeling_pixtral.py,338,91,87,85
src/transformers/models/vit_msn/modeling_vit_msn.py,336,112,118,99
tests/models/flava/test_image_processing_flava.py,336,58,31,44
tests/models/xcodec/test_modeling_xcodec.py,336,83,37,65
src/transformers/models/deprecated/van/modeling_van.py,335,84,101,99
tests/models/biogpt/test_modeling_biogpt.py,335,73,31,39
tests/models/siglip/test_tokenization_siglip.py,334,85,37,41
tests/models/falcon_h1/test_modeling_falcon_h1.py,333,65,71,41
tests/models/gemma2/test_modeling_gemma2.py,333,75,39,34
tests/pipelines/test_pipelines_table_question_answering.py,333,24,16,11
tests/models/focalnet/test_modeling_focalnet.py,332,77,27,44
tests/models/internvl/test_processing_internvl.py,332,48,28,36
tests/models/vits/test_modeling_vits.py,332,73,30,51
examples/legacy/pytorch-lightning/lightning_base.py,331,50,16,56
examples/pytorch/multiple-choice/run_swag.py,331,51,69,51
src/transformers/models/ernie4_5/modeling_ernie4_5.py,331,79,61,64
tests/models/mra/test_modeling_mra.py,331,62,15,40
src/transformers/models/dpr/modeling_dpr.py,330,101,161,100
src/transformers/models/dia/generation_dia.py,329,70,64,57
src/transformers/models/vitpose/image_processing_vitpose.py,329,116,239,71
tests/models/vision_text_dual_encoder/test_modeling_vision_text_dual_encoder.py,329,82,21,37
src/transformers/generation/tf_logits_process.py,328,113,159,157
src/transformers/models/deprecated/gptsan_japanese/tokenization_gptsan_japanese.py,328,62,128,85
src/transformers/models/idefics3/image_processing_idefics3_fast.py,328,67,147,72
tests/models/deepseek_vl_hybrid/test_modeling_deepseek_vl_hybrid.py,328,50,21,36
tests/models/eomt/test_modeling_eomt.py,328,91,27,35
tests/fsdp/test_fsdp.py,327,54,73,43
tests/models/udop/test_processing_udop.py,327,99,74,30
examples/pytorch/audio-classification/run_audio_classification.py,326,49,64,42
examples/pytorch/semantic-segmentation/run_semantic_segmentation.py,326,51,72,50
src/transformers/integrations/peft.py,326,106,184,106
src/transformers/models/vision_encoder_decoder/modeling_vision_encoder_decoder.py,326,108,168,80
src/transformers/models/deprecated/jukebox/configuration_jukebox.py,325,64,224,41
src/transformers/utils/__init__.py,325,21,16,11
src/transformers/generation/__init__.py,324,12,13,0
src/transformers/modeling_flax_pytorch_utils.py,324,88,79,109
src/transformers/models/flaubert/tokenization_flaubert.py,324,80,134,69
src/transformers/models/swiftformer/modeling_swiftformer.py,324,118,81,122
tests/models/maskformer/test_modeling_maskformer_swin.py,324,71,26,47
tests/models/rt_detr/test_image_processing_rt_detr.py,324,57,55,30
src/transformers/models/smolvlm/image_processing_smolvlm_fast.py,323,63,146,71
src/transformers/models/sam_hq/modular_sam_hq.py,322,117,214,81
src/transformers/models/sew/modular_sew.py,322,91,47,105
tests/models/moshi/test_tokenization_moshi.py,322,77,49,52
tests/quantization/gptq/test_gptq.py,322,74,103,63
tests/quantization/quanto_integration/test_quanto.py,322,78,75,70
tests/utils/test_chat_template_utils.py,322,83,139,23
tests/utils/test_modeling_rope_utils.py,322,53,67,29
tests/models/megatron_bert/test_modeling_megatron_bert.py,321,46,18,42
src/transformers/models/llava/modeling_llava.py,320,72,92,60
src/transformers/models/idefics/processing_idefics.py,318,84,122,90
src/transformers/models/mobilenet_v2/image_processing_mobilenet_v2.py,318,53,152,56
tests/models/albert/test_modeling_albert.py,318,48,15,37
tests/models/fuyu/test_processing_fuyu.py,318,78,43,39
tests/models/levit/test_modeling_levit.py,318,69,30,53
src/transformers/generation/continuous_batching/cache.py,317,79,210,66
src/transformers/models/bertweet/tokenization_bertweet.py,317,130,322,80
tests/models/idefics3/test_processing_idefics3.py,317,65,45,21
src/transformers/models/kyutai_speech_to_text/modular_kyutai_speech_to_text.py,316,83,114,89
src/transformers/models/auto/modeling_flax_auto.py,315,73,25,13
src/transformers/models/idefics2/image_processing_idefics2.py,315,66,191,92
src/transformers/models/ovis2/modular_ovis2.py,315,83,36,69
src/transformers/models/perception_lm/modeling_perception_lm.py,315,65,107,57
tests/models/dpt/test_modeling_dpt.py,315,78,30,45
tests/models/plbart/test_tokenization_plbart.py,315,44,18,26
tests/models/superglue/test_modeling_superglue.py,315,73,40,45
examples/pytorch/instance-segmentation/run_instance_segmentation.py,314,83,90,60
src/transformers/models/beit/image_processing_beit.py,313,45,146,56
src/transformers/models/nougat/tokenization_nougat_fast.py,313,101,206,97
examples/pytorch/text-generation/run_generation.py,312,77,60,67
src/transformers/models/diffllama/modular_diffllama.py,312,84,51,57
src/transformers/models/owlv2/image_processing_owlv2.py,312,99,224,78
src/transformers/models/wav2vec2_with_lm/processing_wav2vec2_with_lm.py,312,109,238,87
tests/models/esm/test_modeling_esm.py,311,58,26,36
tests/models/fnet/test_tokenization_fnet.py,311,74,28,27
tests/models/qwen2_vl/test_image_processing_qwen2_vl.py,311,62,35,56
tests/models/timm_wrapper/test_modeling_timm_wrapper.py,311,97,46,42
benchmark_v2/run_benchmarks.py,310,102,83,58
src/transformers/models/mobilevit/image_processing_mobilevit.py,310,59,149,52
tests/models/yoso/test_modeling_yoso.py,310,58,14,36
tests/models/markuplm/test_modeling_markuplm.py,309,49,32,27
src/transformers/models/flava/configuration_flava.py,308,97,292,67
tests/models/kosmos2_5/test_image_processing_kosmos2_5.py,308,70,45,61
tests/models/olmo2/test_modeling_olmo2.py,308,56,29,30
tests/models/rwkv/test_modeling_rwkv.py,308,72,25,42
tests/models/layoutlm/test_modeling_layoutlm.py,307,61,36,39
tests/models/phi4_multimodal/test_modeling_phi4_multimodal.py,307,65,21,32
tests/models/qwen2_audio/test_modeling_qwen2_audio.py,307,55,28,41
src/transformers/models/dia/processing_dia.py,306,74,94,52
src/transformers/models/ovis2/image_processing_ovis2.py,306,66,202,75
src/transformers/pipelines/image_text_to_text.py,306,66,147,100
tests/models/olmo/test_modeling_olmo.py,306,60,31,30
.circleci/create_circleci_config.py,305,39,59,53
src/transformers/convert_graph_to_onnx.py,305,113,133,41
src/transformers/modeling_flash_attention_utils.py,305,102,261,69
src/transformers/models/clip/tokenization_clip.py,305,74,140,111
src/transformers/models/mlcd/modular_mlcd.py,304,83,142,84
src/transformers/models/lfm2_vl/modeling_lfm2_vl.py,303,71,123,43
src/transformers/models/vitpose_backbone/modeling_vitpose_backbone.py,303,96,69,93
tests/models/granitemoeshared/test_modeling_granitemoeshared.py,303,48,35,26
tests/models/layoutxlm/test_processing_layoutxlm.py,303,93,67,28
src/transformers/models/idefics/vision.py,302,79,95,78
src/transformers/quantizers/quantizer_torchao.py,302,70,71,101
tests/models/patchtst/test_modeling_patchtst.py,302,62,25,36
tests/models/speecht5/test_feature_extraction_speecht5.py,302,83,35,64
examples/pytorch/image-pretraining/run_mae.py,301,50,61,54
src/transformers/models/owlvit/image_processing_owlvit.py,301,90,234,78
tests/models/idefics2/test_image_processing_idefics2.py,301,67,34,86
tests/models/qwen2_vl/test_processing_qwen2_vl.py,301,63,31,31
tests/models/vit_mae/test_modeling_vit_mae.py,301,79,47,41
src/transformers/models/qwen2_vl/image_processing_qwen2_vl.py,300,45,173,67
src/transformers/models/siglip2/modular_siglip2.py,300,112,193,59
src/transformers/models/vision_text_dual_encoder/modeling_flax_vision_text_dual_encoder.py,300,108,193,52
src/transformers/models/wav2vec2_phoneme/tokenization_wav2vec2_phoneme.py,300,103,177,67
tests/models/doge/test_modeling_doge.py,300,44,29,29
tests/models/granitemoe/test_modeling_granitemoe.py,300,48,35,26
tests/models/ovis2/test_modeling_ovis2.py,300,64,20,24
tests/models/pop2piano/test_tokenization_pop2piano.py,300,77,37,26
tests/models/tvp/test_image_processing_tvp.py,300,43,41,44
src/transformers/integrations/finegrained_fp8.py,299,66,61,48
tests/models/mobilevitv2/test_modeling_mobilevitv2.py,299,71,27,35
src/transformers/models/audio_spectrogram_transformer/modeling_audio_spectrogram_transformer.py,298,97,86,85
src/transformers/models/auto/processing_auto.py,298,49,96,57
src/transformers/models/metaclip_2/modular_metaclip_2.py,298,168,349,60
tests/models/evolla/test_modeling_evolla.py,298,49,20,42
tests/models/kosmos2_5/test_processor_kosmos2_5.py,298,65,28,29
tests/models/superglue/test_image_processing_superglue.py,298,65,36,55
tests/tokenization/test_tokenization_utils.py,298,73,36,36
src/transformers/generation/beam_constraints.py,297,121,115,126
src/transformers/models/lightglue/image_processing_lightglue.py,297,70,159,71
src/transformers/models/seggpt/image_processing_seggpt.py,297,78,240,70
tests/models/reformer/test_tokenization_reformer.py,297,48,27,18
src/transformers/models/funnel/tokenization_funnel.py,296,68,178,105
tests/models/granite_speech/test_modeling_granite_speech.py,295,52,33,39
src/transformers/models/mobilenet_v1/modeling_mobilenet_v1.py,294,80,40,81
examples/3D_parallel.py,293,64,78,50
src/transformers/models/got_ocr2/modular_got_ocr2.py,293,73,117,67
src/transformers/models/vipllava/modeling_vipllava.py,293,68,101,55
tests/models/layoutlmv2/test_processing_layoutlmv2.py,293,92,66,29
src/transformers/loss/loss_for_object_detection.py,292,101,169,94
src/transformers/models/bridgetower/image_processing_bridgetower.py,292,54,195,61
src/transformers/models/deberta_v2/tokenization_deberta_v2.py,292,78,129,111
src/transformers/models/mgp_str/modeling_mgp_str.py,292,92,75,100
src/transformers/models/exaone4/modular_exaone4.py,291,70,158,61
src/transformers/models/roformer/tokenization_roformer.py,291,68,152,108
tests/models/granite/test_modeling_granite.py,291,48,35,26
src/transformers/integrations/awq.py,290,89,119,61
src/transformers/loss/loss_rt_detr.py,290,74,107,83
src/transformers/models/mixtral/modular_mixtral.py,290,89,88,64
src/transformers/models/mpnet/tokenization_mpnet.py,290,75,172,111
src/transformers/models/zoedepth/image_processing_zoedepth.py,290,74,198,72
src/transformers/models/fsmt/tokenization_fsmt.py,289,78,121,66
src/transformers/models/resnet/modeling_resnet.py,288,80,67,111
src/transformers/integrations/__init__.py,287,10,13,0
src/transformers/models/deprecated/realm/tokenization_realm.py,287,80,167,109
src/transformers/models/vision_text_dual_encoder/modeling_tf_vision_text_dual_encoder.py,287,107,229,52
src/transformers/onnx/convert.py,287,73,101,68
src/transformers/models/janus/image_processing_janus.py,286,62,175,84
src/transformers/models/perception_lm/modular_perception_lm.py,286,57,98,53
src/transformers/models/nougat/image_processing_nougat.py,285,61,174,67
src/transformers/models/superpoint/modeling_superpoint.py,285,84,108,74
src/transformers/models/unispeech_sat/modular_unispeech_sat.py,284,90,83,58
tests/models/mllama/test_image_processing_mllama.py,284,51,48,50
tests/models/qwen3_vl/test_processing_qwen3_vl.py,284,63,29,32
tests/models/vivit/test_modeling_vivit.py,284,72,33,36
tests/models/wav2vec2_phoneme/test_tokenization_wav2vec2_phoneme.py,284,85,43,45
examples/legacy/run_language_modeling.py,283,46,44,36
tests/models/layoutlmv3/test_processing_layoutlmv3.py,283,87,65,27
tests/models/yolos/test_modeling_yolos.py,282,67,31,37
tests/models/donut/test_modeling_donut_swin.py,281,59,21,33
tests/models/mobilevit/test_modeling_mobilevit.py,281,69,27,34
tests/models/qwen2_5_vl/test_processing_qwen2_5_vl.py,281,58,30,30
src/transformers/models/dinov3_vit/modular_dinov3_vit.py,280,85,63,63
src/transformers/models/gemma3n/configuration_gemma3n.py,280,79,323,60
src/transformers/models/prompt_depth_anything/modeling_prompt_depth_anything.py,280,99,116,81
src/transformers/models/splinter/tokenization_splinter.py,280,68,159,106
src/transformers/models/unispeech/modular_unispeech.py,280,83,82,58
tests/models/idefics3/test_image_processing_idefics3.py,280,59,44,77
tests/models/smolvlm/test_image_processing_smolvlm.py,280,59,44,77
tests/models/whisper/test_feature_extraction_whisper.py,280,61,35,46
tests/test_sequence_feature_extraction_common.py,280,81,31,28
src/transformers/integrations/deepspeed.py,279,98,129,71
tests/models/data2vec/test_modeling_data2vec_vision.py,279,59,29,44
tests/models/parakeet/test_modeling_parakeet.py,279,69,32,49
src/transformers/models/emu3/image_processing_emu3.py,278,53,198,74
src/transformers/models/segformer/image_processing_segformer.py,278,45,148,50
src/transformers/models/tvp/image_processing_tvp.py,278,49,153,57
tests/models/depth_pro/test_modeling_depth_pro.py,278,69,30,40
utils/notification_service_doc_tests.py,277,80,27,51
tests/models/deepseek_vl/test_modeling_deepseek_vl.py,276,51,23,31
tests/models/dinat/test_modeling_dinat.py,276,65,24,40
tests/models/rag/test_retrieval_rag.py,276,29,15,21
tests/models/dpt/test_image_processing_dpt.py,275,53,25,41
tests/models/imagegpt/test_modeling_imagegpt.py,275,62,20,42
tests/models/pvt_v2/test_modeling_pvt_v2.py,275,77,35,46
src/transformers/models/bigbird_pegasus/configuration_bigbird_pegasus.py,274,42,97,38
src/transformers/models/gemma/modular_gemma.py,274,66,152,69
src/transformers/models/longcat_flash/modular_longcat_flash.py,274,75,33,71
src/transformers/models/speech_encoder_decoder/modeling_speech_encoder_decoder.py,274,85,146,75
examples/legacy/seq2seq/finetune_trainer.py,273,52,50,39
src/transformers/models/bart/configuration_bart.py,273,42,91,42
src/transformers/models/rt_detr/modeling_rt_detr_resnet.py,273,61,65,94
tests/models/markuplm/test_processing_markuplm.py,273,90,76,27
benchmark/benches/llama.py,272,48,34,10
src/transformers/models/distilbert/tokenization_distilbert.py,272,62,158,103
src/transformers/models/bert/tokenization_bert.py,271,63,144,103
src/transformers/models/blenderbot/configuration_blenderbot.py,271,39,86,40
src/transformers/models/convbert/tokenization_convbert.py,271,63,149,103
src/transformers/models/deepseek_vl_hybrid/image_processing_deepseek_vl_hybrid.py,271,49,178,68
src/transformers/models/electra/tokenization_electra.py,271,63,148,103
src/transformers/models/layoutlm/tokenization_layoutlm.py,271,63,149,103
src/transformers/models/lxmert/tokenization_lxmert.py,271,63,148,103
src/transformers/models/mobilebert/tokenization_mobilebert.py,271,63,150,103
src/transformers/models/rt_detr/modular_rt_detr.py,271,51,33,58
src/transformers/models/squeezebert/tokenization_squeezebert.py,271,63,148,103
src/transformers/generation/flax_logits_process.py,270,124,150,94
src/transformers/models/deepseek_v3/modular_deepseek_v3.py,270,71,32,63
src/transformers/models/deprecated/retribert/tokenization_retribert.py,270,63,142,103
src/transformers/models/prophetnet/tokenization_prophetnet.py,270,61,149,101
tests/models/bert_generation/test_modeling_bert_generation.py,270,47,18,30
tests/models/deberta_v2/test_modeling_deberta_v2.py,270,42,14,33
tests/models/lilt/test_modeling_lilt.py,270,41,16,34
src/transformers/models/glm4v/image_processing_glm4v.py,269,40,163,62
src/transformers/models/seamless_m4t/tokenization_seamless_m4t.py,269,97,201,71
src/transformers/models/vilt/image_processing_vilt.py,269,57,166,57
