file,loc,blank,comment,cc,cc_rank,loc_rank,defects
tests/models/time_series_transformer/test_modeling_time_series_transformer.py,443,89,27,50,1171.5,788.0,17.0
tests/test_image_transforms.py,442,95,110,20,1963.5,791.0,7.0
src/transformers/models/regnet/modeling_tf_regnet.py,441,91,79,151,445.5,793.0,8.0
tests/models/auto/test_modeling_auto.py,441,103,64,49,1190.5,793.0,16.0
tests/models/data2vec/test_modeling_data2vec_text.py,441,69,31,41,1369.0,793.0,7.0
src/transformers/models/glm4_moe/modeling_glm4_moe.py,440,98,78,91,727.0,795.5,10.0
src/transformers/models/mask2former/image_processing_mask2former_fast.py,440,78,175,86,762.5,795.5,8.0
src/transformers/models/llava_next_video/modular_llava_next_video.py,439,90,188,88,748.5,797.0,38.0
tests/models/funnel/test_modeling_funnel.py,438,63,23,65,951.5,798.5,2.0
tests/models/table_transformer/test_modeling_table_transformer.py,438,110,37,60,1017.0,798.5,18.0
examples/pytorch/language-modeling/run_plm.py,437,58,89,74,847.0,802.0,7.0
src/transformers/models/vit/modeling_vit.py,437,136,118,116,563.5,802.0,27.0
tests/models/aimv2/test_modeling_aimv2.py,437,100,40,70,890.5,802.0,7.0
tests/models/llama/test_modeling_llama.py,437,85,66,37,1477.0,802.0,54.0
tests/models/moonshine/test_modeling_moonshine.py,437,106,56,55,1096.0,802.0,9.0
src/transformers/models/dinov2/modeling_dinov2.py,435,136,113,132,497.0,807.5,26.0
src/transformers/models/dots1/modeling_dots1.py,435,93,84,93,712.5,807.5,16.0
tests/models/edgetam_video/test_modeling_edgetam_video.py,435,43,29,27,1744.5,807.5,1.0
tests/models/git/test_modeling_git.py,435,103,45,57,1066.0,807.5,24.0
tests/models/informer/test_modeling_informer.py,435,94,24,44,1292.5,807.5,19.0
tests/models/kosmos2/test_processing_kosmos2.py,435,108,72,35,1534.0,807.5,4.0
src/transformers/models/wavlm/modular_wavlm.py,434,116,38,117,557.0,811.0,8.0
tests/models/gpt_neo/test_modeling_gpt_neo.py,433,98,42,48,1207.0,812.0,12.0
tests/models/blenderbot/test_modeling_blenderbot.py,432,93,35,58,1047.5,813.0,8.0
tests/models/whisper/test_tokenization_whisper.py,430,96,64,36,1506.5,814.0,16.0
src/transformers/models/resnet/modeling_tf_resnet.py,429,91,76,140,480.0,815.0,6.0
src/transformers/models/yolos/modeling_yolos.py,428,131,145,116,563.5,816.0,28.0
src/transformers/models/qwen2_5_omni/configuration_qwen2_5_omni.py,427,134,530,79,811.0,817.0,15.0
tests/models/electra/test_modeling_electra.py,425,49,15,41,1369.0,818.5,3.0
tests/models/falcon_mamba/test_modeling_falcon_mamba.py,425,94,26,46,1240.5,818.5,17.0
src/transformers/models/pvt/modeling_pvt.py,423,98,70,124,530.0,821.0,11.0
tests/models/deepseek_v3/test_modeling_deepseek_v3.py,423,70,54,41,1369.0,821.0,10.0
tests/models/janus/test_modeling_janus.py,423,76,35,59,1031.5,821.0,5.0
src/transformers/data/processors/glue.py,422,121,100,139,483.5,824.5,2.0
src/transformers/models/dpr/modeling_tf_dpr.py,422,137,240,99,668.5,824.5,9.0
src/transformers/models/flava/image_processing_flava.py,422,60,224,95,695.5,824.5,10.0
tests/models/llava_onevision/test_modeling_llava_onevision.py,422,74,41,32,1599.0,824.5,25.0
src/transformers/models/llava_onevision/image_processing_llava_onevision.py,421,80,285,92,720.5,827.0,16.0
src/transformers/models/gemma2/modeling_gemma2.py,420,101,77,100,658.5,828.5,74.0
tests/models/splinter/test_modeling_splinter.py,420,65,40,51,1152.5,828.5,5.0
src/transformers/models/sam/image_processing_sam_fast.py,419,111,219,74,847.0,830.5,8.0
tests/models/aya_vision/test_modeling_aya_vision.py,419,56,30,30,1645.5,830.5,12.0
src/transformers/pipelines/automatic_speech_recognition.py,418,88,172,149,451.0,834.0,34.0
tests/models/aria/test_modeling_aria.py,418,64,30,24,1833.5,834.0,18.0
tests/models/beit/test_modeling_beit.py,418,104,42,55,1096.0,834.0,18.0
tests/models/emu3/test_modeling_emu3.py,418,67,27,38,1453.0,834.0,14.0
tests/models/flaubert/test_modeling_flaubert.py,418,56,20,39,1424.0,834.0,9.0
src/transformers/models/pvt_v2/modeling_pvt_v2.py,417,106,91,131,500.0,837.0,6.0
tests/pipelines/test_pipelines_question_answering.py,416,86,53,42,1337.0,838.0,11.0
src/transformers/models/hunyuan_v1_moe/modeling_hunyuan_v1_moe.py,415,91,78,95,695.5,839.0,3.0
src/transformers/models/convnext/modeling_tf_convnext.py,413,108,146,129,508.5,841.0,10.0
src/transformers/models/fuyu/image_processing_fuyu.py,413,91,224,125,522.0,841.0,11.0
src/transformers/models/internvl/modular_internvl.py,413,132,111,98,676.5,841.0,21.0
tests/models/unispeech/test_modeling_unispeech.py,411,116,41,75,835.5,843.0,13.0
tests/models/fnet/test_modeling_fnet.py,409,94,71,52,1134.5,844.0,15.0
src/transformers/models/dpt/image_processing_dpt.py,407,76,194,67,924.0,846.0,15.0
src/transformers/models/paligemma/modeling_paligemma.py,407,89,129,89,741.0,846.0,65.0
tests/models/video_llava/test_modeling_video_llava.py,407,71,43,40,1395.5,846.0,23.0
src/transformers/models/hgnet_v2/modular_hgnet_v2.py,405,76,118,98,676.5,849.0,7.0
src/transformers/models/sam2/image_processing_sam2_fast.py,405,110,215,72,866.0,849.0,5.0
tests/models/rembert/test_modeling_rembert.py,405,57,31,36,1506.5,849.0,6.0
tests/models/llava_next/test_modeling_llava_next.py,403,74,53,38,1453.0,851.5,33.0
tests/models/mpt/test_modeling_mpt.py,403,102,38,50,1171.5,851.5,14.0
src/transformers/models/auto/auto_factory.py,402,126,354,127,514.0,854.5,22.0
src/transformers/models/herbert/tokenization_herbert.py,402,81,134,116,563.5,854.5,7.0
src/transformers/models/kosmos2/processing_kosmos2.py,402,124,170,117,557.0,854.5,14.0
src/transformers/models/vaultgemma/modeling_vaultgemma.py,402,95,76,98,676.5,854.5,1.0
examples/legacy/multiple_choice/utils_multiple_choice.py,400,98,78,90,733.0,857.5,3.0
examples/pytorch/contrastive-image-text/run_clip.py,400,59,78,73,856.0,857.5,10.0
src/transformers/models/aimv2/modular_aimv2.py,399,130,178,61,1002.0,860.5,9.0
src/transformers/models/parakeet/modular_parakeet.py,399,118,111,81,796.0,860.5,1.0
src/transformers/models/rt_detr/image_processing_rt_detr_fast.py,399,56,104,86,762.5,860.5,17.0
utils/check_config_attributes.py,399,33,99,45,1266.5,860.5,62.0
tests/models/gemma/test_tokenization_gemma.py,398,105,40,50,1171.5,863.0,9.0
tests/models/gpt_oss/test_modeling_gpt_oss.py,396,91,71,42,1337.0,864.5,7.0
tests/models/swinv2/test_modeling_swinv2.py,396,92,37,52,1134.5,864.5,11.0
tests/models/sew_d/test_modeling_sew_d.py,395,102,31,67,924.0,866.5,11.0
tests/models/wavlm/test_modeling_wavlm.py,395,107,37,67,924.0,866.5,10.0
src/transformers/models/lfm2_vl/image_processing_lfm2_vl_fast.py,394,69,78,52,1134.5,868.5,1.0
src/transformers/models/rag/retrieval_rag.py,394,103,182,103,631.5,868.5,7.0
examples/modular-transformers/modeling_new_task_model.py,393,83,106,87,754.5,870.5,17.0
tests/models/glm4v_moe/test_modeling_glm4v_moe.py,393,53,25,42,1337.0,870.5,5.0
src/transformers/models/gemma2/modular_gemma2.py,392,81,114,86,762.5,872.0,41.0
tests/sagemaker/scripts/pytorch/run_glue_model_parallelism.py,391,60,89,97,684.5,873.0,3.0
src/transformers/models/plbart/modular_plbart.py,390,93,176,99,668.5,875.0,11.0
src/transformers/utils/doc.py,390,382,810,33,1578.0,875.0,8.0
tests/models/voxtral/test_modeling_voxtral.py,390,68,49,37,1477.0,875.0,5.0
src/transformers/models/mlcd/modeling_mlcd.py,389,102,120,100,658.5,878.0,12.0
src/transformers/models/phi3/modeling_phi3.py,389,90,68,75,835.5,878.0,65.0
src/transformers/trainer_callback.py,389,124,272,174,382.5,878.0,19.0
src/transformers/models/granite_speech/modeling_granite_speech.py,388,93,96,102,641.0,881.0,16.0
src/transformers/models/idefics/vision_tf.py,388,93,91,108,595.0,881.0,4.0
src/transformers/models/lfm2/modular_lfm2.py,388,83,49,86,762.5,881.0,7.0
tests/models/idefics3/test_modeling_idefics3.py,387,92,70,48,1207.0,883.0,15.0
tests/models/bros/test_modeling_bros.py,386,49,18,40,1395.5,884.0,8.0
tests/models/mistral3/test_modeling_mistral3.py,385,52,22,27,1744.5,885.0,9.0
tests/models/swin/test_modeling_swin.py,384,89,35,50,1171.5,886.0,9.0
examples/modular-transformers/modeling_multimodal2.py,383,102,78,102,641.0,889.0,6.0
src/transformers/models/efficientnet/modeling_efficientnet.py,383,93,85,100,658.5,889.0,9.0
tests/models/autoformer/test_modeling_autoformer.py,383,79,23,42,1337.0,889.0,15.0
tests/models/convbert/test_modeling_convbert.py,383,57,20,48,1207.0,889.0,9.0
tests/models/mamba/test_modeling_mamba.py,383,92,21,47,1223.5,889.0,18.0
src/transformers/models/vision_encoder_decoder/modeling_tf_vision_encoder_decoder.py,382,116,198,100,658.5,892.0,20.0
tests/models/sew/test_modeling_sew.py,380,105,32,68,908.5,893.0,12.0
src/transformers/modeling_rope_utils.py,379,118,276,83,782.0,895.5,12.0
src/transformers/models/__init__.py,379,4,13,0,3041.5,895.5,198.0
src/transformers/models/granite/modeling_granite.py,379,93,93,87,754.5,895.5,46.0
src/transformers/models/pop2piano/tokenization_pop2piano.py,379,102,242,82,788.5,895.5,8.0
src/transformers/models/phi/modeling_phi.py,378,90,54,84,776.0,898.5,70.0
tests/models/auto/test_tokenization_auto.py,378,89,57,46,1240.5,898.5,6.0
src/transformers/models/gpt_oss/modular_gpt_oss.py,375,63,34,90,733.0,900.5,11.0
tests/models/gemma/test_modeling_gemma.py,375,96,37,33,1578.0,900.5,35.0
src/transformers/feature_extraction_utils.py,374,109,214,89,741.0,902.0,19.0
src/transformers/integrations/mxfp4.py,373,86,38,58,1047.5,903.5,8.0
tests/models/cohere2_vision/test_modeling_cohere2_vision.py,373,49,24,23,1866.5,903.5,5.0
setup.py,372,56,88,8,2503.5,905.5,61.0
src/transformers/models/smollm3/modeling_smollm3.py,372,85,70,75,835.5,905.5,14.0
src/transformers/models/eomt/image_processing_eomt_fast.py,371,94,71,57,1066.0,907.5,6.0
src/transformers/models/mllama/image_processing_mllama.py,371,155,379,83,782.0,907.5,7.0
src/transformers/models/deprecated/trajectory_transformer/modeling_trajectory_transformer.py,370,100,132,100,658.5,909.5,7.0
tests/models/perception_lm/test_modeling_perception_lm.py,370,75,35,50,1171.5,909.5,3.0
src/transformers/models/xcodec/modeling_xcodec.py,369,97,114,130,503.5,911.5,3.0
tests/models/videomae/test_modeling_videomae.py,369,85,40,46,1240.5,911.5,15.0
src/transformers/models/exaone4/modeling_exaone4.py,368,86,83,75,835.5,914.5,7.0
src/transformers/models/instructblipvideo/modular_instructblipvideo.py,368,95,150,56,1082.0,914.5,21.0
src/transformers/models/qwen3/modeling_qwen3.py,368,85,75,72,866.0,914.5,29.0
tests/models/mistral/test_modeling_mistral.py,368,81,55,42,1337.0,914.5,50.0
src/transformers/models/vivit/modeling_vivit.py,367,143,179,101,648.0,917.5,22.0
tests/models/auto/test_processor_auto.py,367,97,42,54,1108.0,917.5,12.0
src/transformers/models/hunyuan_v1_dense/modeling_hunyuan_v1_dense.py,366,81,67,78,816.5,919.5,2.0
tests/models/bert_japanese/test_tokenization_bert_japanese.py,366,119,18,66,938.5,919.5,5.0
src/transformers/models/llava_next/image_processing_llava_next.py,365,77,282,74,847.0,922.5,19.0
src/transformers/models/whisper/tokenization_whisper_fast.py,365,83,191,94,703.5,922.5,21.0
tests/models/codegen/test_modeling_codegen.py,365,93,34,42,1337.0,922.5,8.0
tests/models/gpt_neox/test_modeling_gpt_neox.py,365,77,40,46,1240.5,922.5,23.0
src/transformers/models/eomt/modular_eomt.py,364,105,132,77,822.5,926.0,9.0
src/transformers/models/falcon_mamba/modular_falcon_mamba.py,364,80,138,66,938.5,926.0,4.0
tests/models/distilbert/test_modeling_distilbert.py,364,64,15,36,1506.5,926.0,12.0
src/transformers/models/dac/modeling_dac.py,363,143,179,95,695.5,929.5,11.0
src/transformers/models/olmo3/modeling_olmo3.py,363,78,68,71,879.5,929.5,1.0
tests/models/nllb/test_tokenization_nllb.py,363,70,36,39,1424.0,929.5,8.0
tests/models/seggpt/test_modeling_seggpt.py,363,87,25,43,1310.5,929.5,9.0
src/transformers/models/rt_detr_v2/modular_rt_detr_v2.py,362,64,210,62,990.0,933.0,4.0
tests/models/chameleon/test_modeling_chameleon.py,362,69,34,46,1240.5,933.0,18.0
tests/models/llava_next_video/test_modeling_llava_next_video.py,362,61,40,31,1621.5,933.0,25.0
examples/pytorch/image-pretraining/run_mim.py,360,60,67,63,978.0,937.0,8.0
src/transformers/integrations/bitsandbytes.py,360,87,95,96,690.5,937.0,12.0
src/transformers/models/cohere/modeling_cohere.py,360,81,93,69,898.0,937.0,71.0
src/transformers/models/seed_oss/modeling_seed_oss.py,360,85,68,67,924.0,937.0,1.0
tests/models/janus/test_processing_janus.py,360,50,55,13,2252.0,937.0,4.0
src/transformers/models/glm4/modeling_glm4.py,359,89,73,66,938.5,940.5,28.0
src/transformers/models/qwen2/modeling_qwen2.py,359,82,57,72,866.0,940.5,73.0
src/transformers/models/xlm/tokenization_xlm.py,358,78,143,80,804.5,942.5,7.0
src/transformers/pipelines/document_question_answering.py,358,75,118,106,605.0,942.5,11.0
src/transformers/utils/chat_template_utils.py,357,75,133,84,776.0,944.5,12.0
tests/models/xglm/test_modeling_xglm.py,357,94,33,45,1266.5,944.5,15.0
src/transformers/models/arcee/modeling_arcee.py,356,84,66,67,924.0,947.5,18.0
src/transformers/models/ijepa/modeling_ijepa.py,356,106,78,107,599.5,947.5,13.0
src/transformers/models/llama/modeling_llama.py,356,84,65,67,924.0,947.5,145.0
src/transformers/models/ministral/modeling_ministral.py,356,82,57,71,879.5,947.5,1.0
src/transformers/models/gemma/modeling_gemma.py,355,84,72,72,866.0,951.5,98.0
src/transformers/models/mistral3/modeling_mistral3.py,355,78,103,71,879.5,951.5,32.0
tests/models/lfm2_vl/test_processing_lfm2_vl.py,355,75,37,27,1744.5,951.5,1.0
tests/models/m2m_100/test_modeling_m2m_100.py,355,73,37,37,1477.0,951.5,16.0
examples/pytorch/object-detection/run_object_detection.py,354,76,108,45,1266.5,955.0,8.0
src/transformers/models/glm/modeling_glm.py,354,87,71,66,938.5,955.0,53.0
tests/models/mamba2/test_modeling_mamba2.py,354,67,40,37,1477.0,955.0,16.0
src/transformers/models/cohere2/modeling_cohere2.py,353,74,86,72,866.0,958.0,42.0
tests/models/longcat_flash/test_modeling_longcat_flash.py,353,74,23,42,1337.0,958.0,2.0
tests/utils/test_hf_argparser.py,353,103,36,60,1017.0,958.0,10.0
src/transformers/modeling_gguf_pytorch_utils.py,352,99,81,153,437.0,962.5,27.0
src/transformers/models/flava/image_processing_flava_fast.py,352,41,98,57,1066.0,962.5,6.0
tests/models/deit/test_modeling_deit.py,352,78,38,56,1082.0,962.5,13.0
tests/models/mobilebert/test_modeling_mobilebert.py,352,57,19,41,1369.0,962.5,4.0
tests/models/segformer/test_modeling_segformer.py,352,78,25,38,1453.0,962.5,11.0
tests/test_video_processing_common.py,352,91,55,68,908.5,962.5,7.0
tests/models/oneformer/test_image_processing_oneformer.py,351,64,25,64,964.5,966.5,16.0
tests/pipelines/test_pipelines_image_text_to_text.py,351,24,13,15,2158.0,966.5,7.0
src/transformers/commands/add_fast_image_processor.py,350,86,94,56,1082.0,970.0,5.0
src/transformers/models/encoder_decoder/modeling_encoder_decoder.py,350,107,152,86,762.5,970.0,23.0
src/transformers/models/encoder_decoder/modeling_tf_encoder_decoder.py,350,114,197,90,733.0,970.0,19.0
src/transformers/models/voxtral/modeling_voxtral.py,350,90,111,74,847.0,970.0,4.0
src/transformers/pipelines/text_generation.py,350,71,125,132,497.0,970.0,22.0
src/transformers/models/dinov3_vit/modeling_dinov3_vit.py,349,103,86,82,788.5,974.0,1.0
src/transformers/models/helium/modeling_helium.py,349,83,65,66,938.5,974.0,39.0
src/transformers/models/mistral/modeling_mistral.py,349,79,52,71,879.5,974.0,100.0
src/transformers/models/univnet/modeling_univnet.py,348,112,157,75,835.5,976.5,9.0
src/transformers/utils/dummy_pt_objects.py,348,269,1,252,208.5,976.5,196.0
benchmark/benchmarks_entrypoint.py,347,78,77,43,1310.5,978.5,6.0
examples/pytorch/text-classification/run_xnli.py,347,51,67,40,1395.5,978.5,8.0
src/transformers/data/datasets/language_modeling.py,346,83,101,119,547.5,981.0,2.0
tests/quantization/autoawq/test_awq.py,346,115,82,50,1171.5,981.0,18.0
tests/quantization/mxfp4/test_mxfp4.py,346,108,76,52,1134.5,981.0,6.0
src/transformers/models/hgnet_v2/modeling_hgnet_v2.py,345,70,61,93,712.5,983.5,6.0
tests/models/whisper/test_processing_whisper.py,345,67,49,55,1096.0,983.5,2.0
src/transformers/models/olmo2/modeling_olmo2.py,343,76,51,64,964.5,985.0,42.0
tests/models/wav2vec2_with_lm/test_processing_wav2vec2_with_lm.py,342,120,33,39,1424.0,986.0,2.0
src/transformers/quantizers/quantizer_mxfp4.py,341,51,32,97,684.5,988.0,9.0
tests/models/efficientloftr/test_modeling_efficientloftr.py,341,72,37,47,1223.5,988.0,8.0
tests/pipelines/test_pipelines_document_question_answering.py,341,48,35,15,2158.0,988.0,12.0
examples/pytorch/image-classification/run_image_classification.py,340,48,61,51,1152.5,993.0,12.0
src/transformers/modeling_outputs.py,340,329,1046,45,1266.5,993.0,12.0
src/transformers/models/apertus/modeling_apertus.py,340,79,69,65,951.5,993.0,1.0
src/transformers/models/bitnet/modeling_bitnet.py,340,79,69,64,964.5,993.0,19.0
tests/models/layoutlmv3/test_modeling_layoutlmv3.py,340,53,27,47,1223.5,993.0,8.0
tests/models/mllama/test_processing_mllama.py,340,50,37,22,1897.0,993.0,6.0
tests/trainer/test_trainer_callback.py,340,67,38,75,835.5,993.0,5.0
src/transformers/models/deepseek_vl_hybrid/modeling_deepseek_vl_hybrid.py,339,80,78,67,924.0,999.0,8.0
src/transformers/models/minimax/modular_minimax.py,339,104,161,88,748.5,999.0,13.0
src/transformers/models/olmo/modeling_olmo.py,339,76,50,64,964.5,999.0,66.0
src/transformers/models/starcoder2/modeling_starcoder2.py,339,77,69,65,951.5,999.0,71.0
tests/pipelines/test_pipelines_fill_mask.py,339,42,33,38,1453.0,999.0,11.0
src/transformers/models/aya_vision/modeling_aya_vision.py,338,73,107,57,1066.0,1003.0,32.0
src/transformers/models/deepseek_v2/modular_deepseek_v2.py,338,72,123,68,908.5,1003.0,7.0
src/transformers/models/pixtral/modeling_pixtral.py,338,91,87,85,770.5,1003.0,17.0
src/transformers/models/vit_msn/modeling_vit_msn.py,336,112,118,99,668.5,1006.0,25.0
tests/models/flava/test_image_processing_flava.py,336,58,31,44,1292.5,1006.0,7.0
tests/models/xcodec/test_modeling_xcodec.py,336,83,37,65,951.5,1006.0,6.0
src/transformers/models/deprecated/van/modeling_van.py,335,84,101,99,668.5,1008.5,8.0
tests/models/biogpt/test_modeling_biogpt.py,335,73,31,39,1424.0,1008.5,15.0
tests/models/siglip/test_tokenization_siglip.py,334,85,37,41,1369.0,1010.0,5.0
tests/models/falcon_h1/test_modeling_falcon_h1.py,333,65,71,41,1369.0,1012.0,11.0
tests/models/gemma2/test_modeling_gemma2.py,333,75,39,34,1555.5,1012.0,30.0
tests/pipelines/test_pipelines_table_question_answering.py,333,24,16,11,2350.5,1012.0,7.0
tests/models/focalnet/test_modeling_focalnet.py,332,77,27,44,1292.5,1015.0,8.0
tests/models/internvl/test_processing_internvl.py,332,48,28,36,1506.5,1015.0,4.0
tests/models/vits/test_modeling_vits.py,332,73,30,51,1152.5,1015.0,14.0
examples/legacy/pytorch-lightning/lightning_base.py,331,50,16,56,1082.0,1018.5,3.0
examples/pytorch/multiple-choice/run_swag.py,331,51,69,51,1152.5,1018.5,7.0
src/transformers/models/ernie4_5/modeling_ernie4_5.py,331,79,61,64,964.5,1018.5,8.0
tests/models/mra/test_modeling_mra.py,331,62,15,40,1395.5,1018.5,9.0
src/transformers/models/dpr/modeling_dpr.py,330,101,161,100,658.5,1021.0,11.0
src/transformers/models/dia/generation_dia.py,329,70,64,57,1066.0,1023.0,8.0
src/transformers/models/vitpose/image_processing_vitpose.py,329,116,239,71,879.5,1023.0,7.0
tests/models/vision_text_dual_encoder/test_modeling_vision_text_dual_encoder.py,329,82,21,37,1477.0,1023.0,8.0
src/transformers/generation/tf_logits_process.py,328,113,159,157,421.0,1027.0,9.0
src/transformers/models/deprecated/gptsan_japanese/tokenization_gptsan_japanese.py,328,62,128,85,770.5,1027.0,8.0
src/transformers/models/idefics3/image_processing_idefics3_fast.py,328,67,147,72,866.0,1027.0,7.0
tests/models/deepseek_vl_hybrid/test_modeling_deepseek_vl_hybrid.py,328,50,21,36,1506.5,1027.0,4.0
tests/models/eomt/test_modeling_eomt.py,328,91,27,35,1534.0,1027.0,4.0
tests/fsdp/test_fsdp.py,327,54,73,43,1310.5,1030.5,15.0
tests/models/udop/test_processing_udop.py,327,99,74,30,1645.5,1030.5,4.0
examples/pytorch/audio-classification/run_audio_classification.py,326,49,64,42,1337.0,1033.5,8.0
examples/pytorch/semantic-segmentation/run_semantic_segmentation.py,326,51,72,50,1171.5,1033.5,12.0
src/transformers/integrations/peft.py,326,106,184,106,605.0,1033.5,19.0
src/transformers/models/vision_encoder_decoder/modeling_vision_encoder_decoder.py,326,108,168,80,804.5,1033.5,29.0
src/transformers/models/deprecated/jukebox/configuration_jukebox.py,325,64,224,41,1369.0,1036.5,3.0
src/transformers/utils/__init__.py,325,21,16,11,2350.5,1036.5,111.0
src/transformers/generation/__init__.py,324,12,13,0,3041.5,1040.5,13.0
src/transformers/modeling_flax_pytorch_utils.py,324,88,79,109,590.0,1040.5,15.0
src/transformers/models/flaubert/tokenization_flaubert.py,324,80,134,69,898.0,1040.5,7.0
src/transformers/models/swiftformer/modeling_swiftformer.py,324,118,81,122,539.0,1040.5,10.0
tests/models/maskformer/test_modeling_maskformer_swin.py,324,71,26,47,1223.5,1040.5,7.0
tests/models/rt_detr/test_image_processing_rt_detr.py,324,57,55,30,1645.5,1040.5,9.0
src/transformers/models/smolvlm/image_processing_smolvlm_fast.py,323,63,146,71,879.5,1044.0,7.0
src/transformers/models/sam_hq/modular_sam_hq.py,322,117,214,81,796.0,1048.0,10.0
src/transformers/models/sew/modular_sew.py,322,91,47,105,615.0,1048.0,6.0
tests/models/moshi/test_tokenization_moshi.py,322,77,49,52,1134.5,1048.0,5.0
tests/quantization/gptq/test_gptq.py,322,74,103,63,978.0,1048.0,13.0
tests/quantization/quanto_integration/test_quanto.py,322,78,75,70,890.5,1048.0,13.0
tests/utils/test_chat_template_utils.py,322,83,139,23,1866.5,1048.0,2.0
tests/utils/test_modeling_rope_utils.py,322,53,67,29,1675.0,1048.0,5.0
tests/models/megatron_bert/test_modeling_megatron_bert.py,321,46,18,42,1337.0,1052.0,4.0
src/transformers/models/llava/modeling_llava.py,320,72,92,60,1017.0,1053.0,71.0
src/transformers/models/idefics/processing_idefics.py,318,84,122,90,733.0,1056.0,17.0
src/transformers/models/mobilenet_v2/image_processing_mobilenet_v2.py,318,53,152,56,1082.0,1056.0,11.0
tests/models/albert/test_modeling_albert.py,318,48,15,37,1477.0,1056.0,3.0
tests/models/fuyu/test_processing_fuyu.py,318,78,43,39,1424.0,1056.0,7.0
tests/models/levit/test_modeling_levit.py,318,69,30,53,1118.5,1056.0,10.0
src/transformers/generation/continuous_batching/cache.py,317,79,210,66,938.5,1060.0,5.0
src/transformers/models/bertweet/tokenization_bertweet.py,317,130,322,80,804.5,1060.0,7.0
tests/models/idefics3/test_processing_idefics3.py,317,65,45,21,1930.0,1060.0,5.0
src/transformers/models/kyutai_speech_to_text/modular_kyutai_speech_to_text.py,316,83,114,89,741.0,1062.0,6.0
src/transformers/models/auto/modeling_flax_auto.py,315,73,25,13,2252.0,1066.0,12.0
src/transformers/models/idefics2/image_processing_idefics2.py,315,66,191,92,720.5,1066.0,8.0
src/transformers/models/ovis2/modular_ovis2.py,315,83,36,69,898.0,1066.0,4.0
src/transformers/models/perception_lm/modeling_perception_lm.py,315,65,107,57,1066.0,1066.0,13.0
tests/models/dpt/test_modeling_dpt.py,315,78,30,45,1266.5,1066.0,21.0
tests/models/plbart/test_tokenization_plbart.py,315,44,18,26,1778.5,1066.0,2.0
tests/models/superglue/test_modeling_superglue.py,315,73,40,45,1266.5,1066.0,4.0
examples/pytorch/instance-segmentation/run_instance_segmentation.py,314,83,90,60,1017.0,1070.0,3.0
src/transformers/models/beit/image_processing_beit.py,313,45,146,56,1082.0,1071.5,12.0
src/transformers/models/nougat/tokenization_nougat_fast.py,313,101,206,97,684.5,1071.5,10.0
examples/pytorch/text-generation/run_generation.py,312,77,60,67,924.0,1074.5,4.0
src/transformers/models/diffllama/modular_diffllama.py,312,84,51,57,1066.0,1074.5,16.0
src/transformers/models/owlv2/image_processing_owlv2.py,312,99,224,78,816.5,1074.5,15.0
src/transformers/models/wav2vec2_with_lm/processing_wav2vec2_with_lm.py,312,109,238,87,754.5,1074.5,10.0
tests/models/esm/test_modeling_esm.py,311,58,26,36,1506.5,1078.5,13.0
tests/models/fnet/test_tokenization_fnet.py,311,74,28,27,1744.5,1078.5,7.0
tests/models/qwen2_vl/test_image_processing_qwen2_vl.py,311,62,35,56,1082.0,1078.5,13.0
tests/models/timm_wrapper/test_modeling_timm_wrapper.py,311,97,46,42,1337.0,1078.5,5.0
benchmark_v2/run_benchmarks.py,310,102,83,58,1047.5,1082.0,2.0
src/transformers/models/mobilevit/image_processing_mobilevit.py,310,59,149,52,1134.5,1082.0,12.0
tests/models/yoso/test_modeling_yoso.py,310,58,14,36,1506.5,1082.0,6.0
tests/models/markuplm/test_modeling_markuplm.py,309,49,32,27,1744.5,1084.0,7.0
src/transformers/models/flava/configuration_flava.py,308,97,292,67,924.0,1086.5,12.0
tests/models/kosmos2_5/test_image_processing_kosmos2_5.py,308,70,45,61,1002.0,1086.5,2.0
tests/models/olmo2/test_modeling_olmo2.py,308,56,29,30,1645.5,1086.5,6.0
tests/models/rwkv/test_modeling_rwkv.py,308,72,25,42,1337.0,1086.5,14.0
tests/models/layoutlm/test_modeling_layoutlm.py,307,61,36,39,1424.0,1090.0,11.0
tests/models/phi4_multimodal/test_modeling_phi4_multimodal.py,307,65,21,32,1599.0,1090.0,11.0
tests/models/qwen2_audio/test_modeling_qwen2_audio.py,307,55,28,41,1369.0,1090.0,9.0
src/transformers/models/dia/processing_dia.py,306,74,94,52,1134.5,1093.5,2.0
src/transformers/models/ovis2/image_processing_ovis2.py,306,66,202,75,835.5,1093.5,3.0
src/transformers/pipelines/image_text_to_text.py,306,66,147,100,658.5,1093.5,9.0
tests/models/olmo/test_modeling_olmo.py,306,60,31,30,1645.5,1093.5,10.0
.circleci/create_circleci_config.py,305,39,59,53,1118.5,1097.5,60.0
src/transformers/convert_graph_to_onnx.py,305,113,133,41,1369.0,1097.5,3.0
src/transformers/modeling_flash_attention_utils.py,305,102,261,69,898.0,1097.5,37.0
src/transformers/models/clip/tokenization_clip.py,305,74,140,111,583.5,1097.5,7.0
src/transformers/models/mlcd/modular_mlcd.py,304,83,142,84,776.0,1100.0,9.0
src/transformers/models/lfm2_vl/modeling_lfm2_vl.py,303,71,123,43,1310.5,1102.5,1.0
src/transformers/models/vitpose_backbone/modeling_vitpose_backbone.py,303,96,69,93,712.5,1102.5,11.0
tests/models/granitemoeshared/test_modeling_granitemoeshared.py,303,48,35,26,1778.5,1102.5,5.0
